purpose,i,j,model_requested,circuit_index,counts_json,shots_observed
test_kernel,222,4,qksvc,2379,"{""0001"": 17, ""0000"": 217, ""0010"": 19, ""1000"": 1, ""0011"": 1, ""0100"": 1}",256
test_kernel,222,5,qksvc,2380,"{""0011"": 132, ""0010"": 61, ""0001"": 42, ""0000"": 20, ""1010"": 1}",256
test_kernel,222,6,qksvc,2381,"{""0011"": 243, ""1011"": 7, ""0001"": 4, ""0111"": 1, ""0010"": 1}",256
test_kernel,222,7,qksvc,2382,"{""0000"": 159, ""0010"": 46, ""0001"": 37, ""0011"": 13, ""0100"": 1}",256
test_kernel,222,8,qksvc,2383,"{""0000"": 245, ""0100"": 1, ""0010"": 9, ""1001"": 1}",256
test_kernel,222,9,qksvc,2384,"{""0000"": 248, ""0010"": 5, ""1000"": 2, ""0001"": 1}",256
test_kernel,223,0,qksvc,2385,"{""0010"": 12, ""0000"": 237, ""1000"": 1, ""0001"": 6}",256
test_kernel,223,1,qksvc,2386,"{""0000"": 241, ""0010"": 6, ""1000"": 3, ""0001"": 4, ""0011"": 2}",256
test_kernel,223,2,qksvc,2387,"{""0000"": 238, ""0010"": 11, ""0001"": 5, ""1000"": 1, ""1010"": 1}",256
test_kernel,223,3,qksvc,2388,"{""0011"": 249, ""0010"": 4, ""0001"": 2, ""1011"": 1}",256
test_kernel,223,4,qksvc,2389,"{""0001"": 18, ""0000"": 219, ""0010"": 15, ""1001"": 1, ""1000"": 1, ""0011"": 1, ""0100"": 1}",256
test_kernel,223,5,qksvc,2390,"{""0011"": 136, ""0001"": 46, ""0010"": 50, ""0000"": 22, ""1011"": 2}",256
test_kernel,223,6,qksvc,2391,"{""0011"": 247, ""0001"": 6, ""1011"": 1, ""0010"": 2}",256
test_kernel,223,7,qksvc,2392,"{""0000"": 163, ""0011"": 12, ""0010"": 41, ""0001"": 40}",256
test_kernel,223,8,qksvc,2393,"{""0000"": 249, ""0001"": 1, ""0010"": 6}",256
test_kernel,223,9,qksvc,2394,"{""0000"": 248, ""0001"": 3, ""1000"": 1, ""0010"": 3, ""0100"": 1}",256
test_kernel,224,0,qksvc,2395,"{""0000"": 246, ""0010"": 6, ""0001"": 3, ""0011"": 1}",256
test_kernel,224,1,qksvc,2396,"{""0000"": 234, ""0001"": 9, ""0010"": 10, ""0100"": 2, ""1000"": 1}",256
test_kernel,224,2,qksvc,2397,"{""0000"": 238, ""0010"": 11, ""0001"": 5, ""0100"": 1, ""1000"": 1}",256
test_kernel,224,3,qksvc,2398,"{""0011"": 251, ""1011"": 3, ""0111"": 1, ""0001"": 1}",256
test_kernel,224,4,qksvc,2399,"{""0001"": 19, ""0010"": 21, ""0000"": 214, ""1000"": 1, ""0011"": 1}",256
test_kernel,224,5,qksvc,2400,"{""1001"": 1, ""0011"": 137, ""1011"": 2, ""0010"": 48, ""0001"": 52, ""0000"": 14, ""1010"": 1, ""0111"": 1}",256
test_kernel,224,6,qksvc,2401,"{""0011"": 248, ""0010"": 3, ""0001"": 1, ""0111"": 1, ""1011"": 3}",256
test_kernel,224,7,qksvc,2402,"{""0000"": 168, ""0010"": 48, ""0011"": 9, ""0001"": 27, ""0100"": 1, ""1000"": 2, ""0111"": 1}",256
test_kernel,224,8,qksvc,2403,"{""0000"": 248, ""0010"": 4, ""0001"": 2, ""0100"": 1, ""1000"": 1}",256
test_kernel,224,9,qksvc,2404,"{""0000"": 248, ""1000"": 1, ""0010"": 5, ""0001"": 2}",256
test_kernel,225,0,qksvc,2405,"{""0000"": 242, ""1000"": 4, ""0010"": 5, ""0001"": 5}",256
test_kernel,225,1,qksvc,2406,"{""0000"": 241, ""0001"": 6, ""0010"": 7, ""0011"": 1, ""1000"": 1}",256
test_kernel,225,2,qksvc,2407,"{""0000"": 246, ""0001"": 3, ""1000"": 1, ""0010"": 5, ""0100"": 1}",256
test_kernel,225,3,qksvc,2408,"{""0001"": 1, ""0011"": 253, ""1011"": 1, ""0010"": 1}",256
test_kernel,225,4,qksvc,2409,"{""0000"": 207, ""0010"": 22, ""0100"": 1, ""0001"": 20, ""0011"": 3, ""1010"": 1, ""1000"": 2}",256
test_kernel,225,5,qksvc,2410,"{""0011"": 143, ""0010"": 48, ""0001"": 52, ""0000"": 12, ""1011"": 1}",256
test_kernel,225,6,qksvc,2411,"{""0011"": 249, ""1011"": 2, ""0111"": 1, ""0010"": 2, ""0001"": 2}",256
test_kernel,225,7,qksvc,2412,"{""0000"": 158, ""0010"": 42, ""0011"": 13, ""0001"": 40, ""1000"": 3}",256
test_kernel,225,8,qksvc,2413,"{""0000"": 251, ""0010"": 2, ""0001"": 3}",256
test_kernel,225,9,qksvc,2414,"{""0000"": 244, ""0010"": 7, ""0001"": 2, ""0100"": 1, ""1000"": 2}",256
test_kernel,226,0,qksvc,2415,"{""0011"": 245, ""0010"": 6, ""1011"": 2, ""0001"": 1, ""0111"": 2}",256
test_kernel,226,1,qksvc,2416,"{""0011"": 248, ""1011"": 2, ""0010"": 4, ""0001"": 2}",256
test_kernel,226,2,qksvc,2417,"{""0011"": 253, ""0010"": 1, ""1011"": 1, ""0001"": 1}",256
test_kernel,226,3,qksvc,2418,"{""0000"": 232, ""0001"": 5, ""0010"": 17, ""1000"": 2}",256
test_kernel,226,4,qksvc,2419,"{""0011"": 238, ""0010"": 8, ""1011"": 2, ""0111"": 2, ""0001"": 6}",256
test_kernel,226,5,qksvc,2420,"{""0001"": 51, ""0000"": 86, ""0010"": 75, ""0011"": 43, ""0110"": 1}",256
test_kernel,226,6,qksvc,2421,"{""0000"": 230, ""1000"": 3, ""0001"": 6, ""0010"": 16, ""0100"": 1}",256
test_kernel,226,7,qksvc,2422,"{""0011"": 204, ""0010"": 28, ""0001"": 21, ""0000"": 2, ""1010"": 1}",256
test_kernel,226,8,qksvc,2423,"{""0011"": 246, ""0001"": 7, ""1011"": 2, ""0010"": 1}",256
test_kernel,226,9,qksvc,2424,"{""0011"": 246, ""0001"": 3, ""1011"": 2, ""0010"": 4, ""0101"": 1}",256
test_kernel,227,0,qksvc,2425,"{""0000"": 236, ""0001"": 6, ""0010"": 11, ""0100"": 1, ""1000"": 2}",256
test_kernel,227,1,qksvc,2426,"{""0000"": 239, ""0010"": 11, ""0001"": 6}",256
test_kernel,227,2,qksvc,2427,"{""0000"": 236, ""0001"": 6, ""0010"": 8, ""1000"": 5, ""0011"": 1}",256
test_kernel,227,3,qksvc,2428,"{""0011"": 251, ""0111"": 1, ""0010"": 1, ""1011"": 1, ""0001"": 2}",256
test_kernel,227,4,qksvc,2429,"{""0000"": 216, ""0010"": 23, ""0001"": 16, ""1000"": 1}",256
test_kernel,227,5,qksvc,2430,"{""0011"": 125, ""0000"": 26, ""0001"": 44, ""0010"": 58, ""1110"": 1, ""1001"": 1, ""0110"": 1}",256
test_kernel,227,6,qksvc,2431,"{""0011"": 248, ""0001"": 4, ""0010"": 2, ""1011"": 2}",256
test_kernel,227,7,qksvc,2432,"{""0010"": 43, ""0000"": 162, ""0011"": 11, ""0001"": 39, ""1000"": 1}",256
test_kernel,227,8,qksvc,2433,"{""0000"": 243, ""0001"": 1, ""0010"": 7, ""1000"": 3, ""0100"": 2}",256
test_kernel,227,9,qksvc,2434,"{""0000"": 247, ""0001"": 4, ""0011"": 1, ""0010"": 2, ""1000"": 1, ""0100"": 1}",256
test_kernel,228,0,qksvc,2435,"{""0000"": 241, ""0010"": 7, ""0001"": 6, ""0100"": 1, ""1000"": 1}",256
test_kernel,228,1,qksvc,2436,"{""0000"": 235, ""0010"": 10, ""0001"": 5, ""1000"": 6}",256
test_kernel,228,2,qksvc,2437,"{""0000"": 240, ""0001"": 6, ""1000"": 2, ""0100"": 1, ""0010"": 7}",256
test_kernel,228,3,qksvc,2438,"{""0011"": 245, ""0001"": 1, ""1011"": 7, ""0010"": 2, ""0111"": 1}",256
test_kernel,228,4,qksvc,2439,"{""0000"": 212, ""0010"": 17, ""1000"": 4, ""0001"": 21, ""0011"": 2}",256
test_kernel,228,5,qksvc,2440,"{""0011"": 125, ""0001"": 45, ""0010"": 68, ""0000"": 16, ""1001"": 1, ""1011"": 1}",256
test_kernel,228,6,qksvc,2441,"{""0011"": 250, ""0001"": 3, ""0111"": 1, ""1011"": 2}",256
test_kernel,228,7,qksvc,2442,"{""0001"": 38, ""0000"": 154, ""0010"": 53, ""1000"": 1, ""0011"": 8, ""1001"": 1, ""1011"": 1}",256
test_kernel,228,8,qksvc,2443,"{""0000"": 248, ""0010"": 3, ""1000"": 2, ""0100"": 2, ""1100"": 1}",256
test_kernel,228,9,qksvc,2444,"{""0000"": 249, ""0010"": 3, ""0001"": 4}",256
test_kernel,229,0,qksvc,2445,"{""0000"": 240, ""0010"": 6, ""1000"": 4, ""0001"": 5, ""1010"": 1}",256
test_kernel,229,1,qksvc,2446,"{""0000"": 238, ""0010"": 11, ""1000"": 2, ""0001"": 5}",256
test_kernel,229,2,qksvc,2447,"{""0000"": 231, ""0001"": 9, ""0011"": 2, ""1000"": 4, ""0010"": 9, ""1010"": 1}",256
test_kernel,229,3,qksvc,2448,"{""0011"": 239, ""0001"": 7, ""0010"": 6, ""1011"": 4}",256
test_kernel,229,4,qksvc,2449,"{""0000"": 210, ""0010"": 24, ""0001"": 19, ""1000"": 3}",256
test_kernel,229,5,qksvc,2450,"{""0001"": 57, ""0010"": 42, ""0011"": 136, ""0000"": 18, ""1011"": 1, ""1010"": 2}",256
test_kernel,229,6,qksvc,2451,"{""0011"": 243, ""0001"": 6, ""1011"": 5, ""0010"": 2}",256
test_kernel,229,7,qksvc,2452,"{""0000"": 153, ""0011"": 18, ""0001"": 44, ""0010"": 39, ""0101"": 2}",256
test_kernel,229,8,qksvc,2453,"{""0000"": 251, ""0010"": 3, ""0001"": 1, ""0100"": 1}",256
test_kernel,229,9,qksvc,2454,"{""0000"": 249, ""0010"": 3, ""0100"": 1, ""0001"": 1, ""1000"": 2}",256
test_kernel,230,0,qksvc,2455,"{""0000"": 231, ""0010"": 14, ""0001"": 8, ""0100"": 2, ""1000"": 1}",256
test_kernel,230,1,qksvc,2456,"{""0000"": 238, ""1001"": 1, ""0010"": 5, ""0001"": 8, ""1000"": 3, ""0100"": 1}",256
test_kernel,230,2,qksvc,2457,"{""0000"": 229, ""0010"": 12, ""1000"": 3, ""0001"": 10, ""0100"": 1, ""1010"": 1}",256
test_kernel,230,3,qksvc,2458,"{""0011"": 243, ""0001"": 6, ""0010"": 4, ""1011"": 2, ""0111"": 1}",256
test_kernel,230,4,qksvc,2459,"{""0000"": 202, ""0010"": 21, ""0011"": 5, ""0001"": 25, ""1000"": 2, ""1010"": 1}",256
test_kernel,230,5,qksvc,2460,"{""0011"": 137, ""0010"": 66, ""0001"": 42, ""0000"": 7, ""1010"": 1, ""1011"": 1, ""1001"": 1, ""0111"": 1}",256
test_kernel,230,6,qksvc,2461,"{""0011"": 249, ""0010"": 1, ""0001"": 4, ""1011"": 2}",256
test_kernel,230,7,qksvc,2462,"{""0010"": 60, ""0000"": 151, ""0001"": 41, ""0011"": 3, ""1010"": 1}",256
test_kernel,230,8,qksvc,2463,"{""0000"": 248, ""0001"": 2, ""0010"": 5, ""1000"": 1}",256
test_kernel,230,9,qksvc,2464,"{""0000"": 243, ""0010"": 9, ""0100"": 2, ""1000"": 2}",256
test_kernel,231,0,qksvc,2465,"{""0011"": 251, ""0001"": 2, ""0111"": 1, ""1011"": 2}",256
test_kernel,231,1,qksvc,2466,"{""0011"": 247, ""0001"": 3, ""1011"": 4, ""0010"": 2}",256
test_kernel,231,2,qksvc,2467,"{""0011"": 252, ""0001"": 2, ""1011"": 2}",256
test_kernel,231,3,qksvc,2468,"{""0000"": 237, ""0010"": 7, ""0001"": 9, ""1000"": 1, ""0100"": 1, ""0011"": 1}",256
test_kernel,231,4,qksvc,2469,"{""0011"": 245, ""0010"": 7, ""1011"": 1, ""0001"": 3}",256
test_kernel,231,5,qksvc,2470,"{""0000"": 89, ""0010"": 72, ""0001"": 52, ""0101"": 1, ""0011"": 39, ""1000"": 2, ""0100"": 1}",256
test_kernel,231,6,qksvc,2471,"{""0000"": 236, ""0001"": 10, ""0010"": 6, ""1000"": 3, ""0011"": 1}",256
test_kernel,231,7,qksvc,2472,"{""0011"": 207, ""0010"": 15, ""0001"": 29, ""1001"": 1, ""0000"": 3, ""1000"": 1}",256
test_kernel,231,8,qksvc,2473,"{""0011"": 246, ""0010"": 3, ""1011"": 3, ""0001"": 3, ""0111"": 1}",256
test_kernel,231,9,qksvc,2474,"{""0011"": 242, ""1011"": 7, ""0001"": 5, ""0010"": 1, ""1001"": 1}",256
test_kernel,232,0,qksvc,2475,"{""0000"": 245, ""0001"": 5, ""0010"": 3, ""1000"": 2, ""0100"": 1}",256
test_kernel,232,1,qksvc,2476,"{""0000"": 236, ""0010"": 10, ""1000"": 2, ""0001"": 6, ""0100"": 1, ""0011"": 1}",256
test_kernel,232,2,qksvc,2477,"{""0000"": 233, ""0001"": 9, ""0010"": 14}",256
test_kernel,232,3,qksvc,2478,"{""0011"": 247, ""0010"": 2, ""0111"": 2, ""1011"": 2, ""0000"": 1, ""0001"": 2}",256
test_kernel,232,4,qksvc,2479,"{""0001"": 20, ""0000"": 213, ""0010"": 19, ""0101"": 1, ""1000"": 1, ""0100"": 1, ""1001"": 1}",256
test_kernel,232,5,qksvc,2480,"{""0011"": 135, ""0000"": 20, ""0010"": 53, ""0001"": 46, ""1010"": 1, ""1011"": 1}",256
test_kernel,232,6,qksvc,2481,"{""0011"": 253, ""0111"": 1, ""0001"": 2}",256
test_kernel,232,7,qksvc,2482,"{""0000"": 155, ""0010"": 51, ""0001"": 35, ""0011"": 11, ""0100"": 1, ""1000"": 2, ""1001"": 1}",256
test_kernel,232,8,qksvc,2483,"{""0000"": 243, ""0001"": 1, ""0010"": 8, ""1000"": 4}",256
test_kernel,232,9,qksvc,2484,"{""0000"": 250, ""0010"": 5, ""0001"": 1}",256
test_kernel,233,0,qksvc,2485,"{""0000"": 243, ""0001"": 1, ""0010"": 11, ""1000"": 1}",256
test_kernel,233,1,qksvc,2486,"{""0000"": 238, ""0010"": 8, ""0001"": 9, ""1001"": 1}",256
test_kernel,233,2,qksvc,2487,"{""0000"": 228, ""0010"": 17, ""0001"": 5, ""1000"": 4, ""0100"": 1, ""0101"": 1}",256
test_kernel,233,3,qksvc,2488,"{""0011"": 253, ""0111"": 1, ""0001"": 1, ""0010"": 1}",256
test_kernel,233,4,qksvc,2489,"{""0000"": 206, ""1000"": 1, ""0010"": 32, ""0001"": 15, ""0011"": 2}",256
test_kernel,233,5,qksvc,2490,"{""0001"": 38, ""0011"": 153, ""0000"": 13, ""0010"": 51, ""0111"": 1}",256
test_kernel,233,6,qksvc,2491,"{""0011"": 250, ""0010"": 3, ""0001"": 2, ""0111"": 1}",256
test_kernel,233,7,qksvc,2492,"{""0001"": 50, ""0000"": 155, ""0010"": 37, ""0011"": 10, ""0110"": 2, ""1000"": 1, ""1001"": 1}",256
test_kernel,233,8,qksvc,2493,"{""0000"": 249, ""0010"": 3, ""0001"": 3, ""1000"": 1}",256
test_kernel,233,9,qksvc,2494,"{""0000"": 242, ""0010"": 10, ""0001"": 2, ""1000"": 1, ""1010"": 1}",256
test_kernel,234,0,qksvc,2495,"{""0000"": 245, ""0010"": 6, ""0001"": 4, ""1000"": 1}",256
test_kernel,234,1,qksvc,2496,"{""0000"": 238, ""1001"": 1, ""0001"": 4, ""0010"": 9, ""1000"": 1, ""1010"": 1, ""0100"": 2}",256
test_kernel,234,2,qksvc,2497,"{""0000"": 235, ""0010"": 13, ""0001"": 6, ""1100"": 1, ""0011"": 1}",256
test_kernel,234,3,qksvc,2498,"{""0011"": 250, ""0001"": 2, ""0111"": 1, ""1011"": 3}",256
test_kernel,234,4,qksvc,2499,"{""0000"": 219, ""0010"": 17, ""0001"": 19, ""0011"": 1}",256
test_kernel,234,5,qksvc,2500,"{""0011"": 132, ""0010"": 54, ""0001"": 51, ""0111"": 1, ""0000"": 15, ""1011"": 2, ""1001"": 1}",256
test_kernel,234,6,qksvc,2501,"{""0011"": 247, ""0010"": 4, ""1011"": 3, ""0001"": 2}",256
test_kernel,234,7,qksvc,2502,"{""0000"": 164, ""0001"": 31, ""0011"": 13, ""0010"": 45, ""1000"": 3}",256
test_kernel,234,8,qksvc,2503,"{""0000"": 245, ""0001"": 2, ""1000"": 3, ""0010"": 5, ""0100"": 1}",256
test_kernel,234,9,qksvc,2504,"{""0000"": 246, ""1000"": 2, ""0010"": 6, ""0001"": 1, ""0100"": 1}",256
test_kernel,235,0,qksvc,2505,"{""0011"": 245, ""0111"": 1, ""0001"": 5, ""0010"": 4, ""1011"": 1}",256
test_kernel,235,1,qksvc,2506,"{""0011"": 248, ""0010"": 3, ""1011"": 3, ""0001"": 2}",256
test_kernel,235,2,qksvc,2507,"{""0011"": 247, ""0001"": 5, ""0010"": 2, ""1011"": 2}",256
test_kernel,235,3,qksvc,2508,"{""0001"": 6, ""0000"": 233, ""0010"": 14, ""1000"": 1, ""0100"": 1, ""1001"": 1}",256
test_kernel,235,4,qksvc,2509,"{""0011"": 244, ""0010"": 6, ""0001"": 3, ""1011"": 3}",256
test_kernel,235,5,qksvc,2510,"{""0000"": 87, ""0010"": 64, ""0011"": 46, ""0001"": 52, ""1001"": 2, ""1010"": 2, ""1011"": 1, ""0100"": 1, ""1000"": 1}",256
test_kernel,235,6,qksvc,2511,"{""0000"": 232, ""0010"": 11, ""0001"": 10, ""1000"": 1, ""0011"": 1, ""1001"": 1}",256
test_kernel,235,7,qksvc,2512,"{""0011"": 201, ""0010"": 30, ""1011"": 4, ""0000"": 2, ""0001"": 18, ""1010"": 1}",256
test_kernel,235,8,qksvc,2513,"{""0011"": 249, ""1011"": 3, ""0010"": 3, ""0001"": 1}",256
test_kernel,235,9,qksvc,2514,"{""0011"": 242, ""0001"": 8, ""0010"": 1, ""1011"": 5}",256
test_kernel,236,0,qksvc,2515,"{""0000"": 241, ""1000"": 3, ""0010"": 9, ""0100"": 2, ""0001"": 1}",256
test_kernel,236,1,qksvc,2516,"{""0000"": 245, ""0010"": 3, ""0001"": 5, ""0011"": 2, ""0100"": 1}",256
test_kernel,236,2,qksvc,2517,"{""0000"": 241, ""0010"": 7, ""0001"": 6, ""0011"": 1, ""1000"": 1}",256
test_kernel,236,3,qksvc,2518,"{""0011"": 244, ""1011"": 4, ""0111"": 2, ""0001"": 5, ""0010"": 1}",256
test_kernel,236,4,qksvc,2519,"{""0000"": 211, ""0010"": 23, ""1000"": 2, ""0100"": 1, ""0001"": 17, ""0011"": 2}",256
test_kernel,236,5,qksvc,2520,"{""0011"": 124, ""0010"": 58, ""0000"": 17, ""0001"": 56, ""1011"": 1}",256
test_kernel,236,6,qksvc,2521,"{""0011"": 245, ""0001"": 8, ""1011"": 3}",256
test_kernel,236,7,qksvc,2522,"{""0001"": 38, ""0000"": 165, ""0010"": 46, ""0011"": 6, ""1000"": 1}",256
test_kernel,236,8,qksvc,2523,"{""0000"": 254, ""1000"": 2}",256
test_kernel,236,9,qksvc,2524,"{""0000"": 249, ""0010"": 4, ""1000"": 2, ""0100"": 1}",256
test_kernel,237,0,qksvc,2525,"{""0000"": 245, ""0010"": 5, ""1000"": 1, ""0001"": 3, ""0100"": 1, ""0011"": 1}",256
test_kernel,237,1,qksvc,2526,"{""0000"": 241, ""0010"": 9, ""1000"": 3, ""0100"": 1, ""0001"": 2}",256
test_kernel,237,2,qksvc,2527,"{""0000"": 247, ""0010"": 5, ""0100"": 2, ""1000"": 1, ""0001"": 1}",256
test_kernel,237,3,qksvc,2528,"{""0011"": 249, ""1011"": 3, ""0010"": 3, ""0001"": 1}",256
test_kernel,237,4,qksvc,2529,"{""0000"": 217, ""0010"": 19, ""0001"": 17, ""0100"": 2, ""1000"": 1}",256
test_kernel,237,5,qksvc,2530,"{""0001"": 54, ""0011"": 130, ""0000"": 19, ""0010"": 52, ""0111"": 1}",256
test_kernel,237,6,qksvc,2531,"{""0011"": 248, ""1011"": 1, ""0001"": 4, ""0010"": 3}",256
test_kernel,237,7,qksvc,2532,"{""0000"": 167, ""0001"": 38, ""0010"": 37, ""0011"": 12, ""1000"": 2}",256
test_kernel,237,8,qksvc,2533,"{""0000"": 247, ""0010"": 4, ""0100"": 3, ""1000"": 1, ""0001"": 1}",256
test_kernel,237,9,qksvc,2534,"{""0000"": 246, ""1000"": 3, ""0010"": 5, ""1010"": 1, ""0001"": 1}",256
test_kernel,238,0,qksvc,2535,"{""0011"": 250, ""0010"": 2, ""0001"": 4}",256
test_kernel,238,1,qksvc,2536,"{""0011"": 249, ""0001"": 2, ""1011"": 2, ""0010"": 3}",256
test_kernel,238,2,qksvc,2537,"{""0011"": 249, ""0001"": 3, ""1011"": 3, ""0010"": 1}",256
test_kernel,238,3,qksvc,2538,"{""0000"": 237, ""0001"": 9, ""0010"": 8, ""1000"": 2}",256
test_kernel,238,4,qksvc,2539,"{""0011"": 238, ""0010"": 7, ""0111"": 1, ""1011"": 4, ""0001"": 6}",256
test_kernel,238,5,qksvc,2540,"{""0000"": 95, ""0010"": 63, ""0001"": 53, ""0011"": 40, ""1000"": 1, ""1011"": 1, ""0100"": 1, ""1001"": 2}",256
test_kernel,238,6,qksvc,2541,"{""0000"": 229, ""0010"": 12, ""0001"": 9, ""1000"": 3, ""1010"": 1, ""1001"": 1, ""0100"": 1}",256
test_kernel,238,7,qksvc,2542,"{""0011"": 205, ""0001"": 19, ""0010"": 26, ""1011"": 3, ""0000"": 2, ""1010"": 1}",256
test_kernel,238,8,qksvc,2543,"{""0011"": 247, ""1011"": 1, ""0001"": 3, ""0010"": 4, ""1010"": 1}",256
test_kernel,238,9,qksvc,2544,"{""0011"": 242, ""1011"": 2, ""0001"": 8, ""0010"": 4}",256
test_kernel,239,0,qksvc,2545,"{""0000"": 242, ""1000"": 2, ""0001"": 3, ""0010"": 8, ""0100"": 1}",256
test_kernel,239,1,qksvc,2546,"{""0010"": 11, ""0000"": 235, ""0001"": 9, ""1000"": 1}",256
test_kernel,239,2,qksvc,2547,"{""0000"": 228, ""0010"": 13, ""1000"": 1, ""0001"": 12, ""0100"": 2}",256
test_kernel,239,3,qksvc,2548,"{""0010"": 6, ""0011"": 245, ""0001"": 2, ""0111"": 3}",256
test_kernel,239,4,qksvc,2549,"{""0000"": 217, ""0010"": 22, ""0001"": 16, ""0011"": 1}",256
test_kernel,239,5,qksvc,2550,"{""0011"": 144, ""0010"": 45, ""0001"": 54, ""1011"": 2, ""0000"": 10, ""0110"": 1}",256
test_kernel,239,6,qksvc,2551,"{""0011"": 250, ""1011"": 3, ""0010"": 1, ""0001"": 2}",256
test_kernel,239,7,qksvc,2552,"{""0000"": 148, ""0010"": 52, ""0001"": 34, ""0011"": 18, ""0100"": 3, ""1001"": 1}",256
test_kernel,239,8,qksvc,2553,"{""0000"": 249, ""1000"": 2, ""0010"": 5}",256
test_kernel,239,9,qksvc,2554,"{""0000"": 242, ""0010"": 8, ""1000"": 3, ""0100"": 1, ""0001"": 1, ""0110"": 1}",256
test_kernel,240,0,qksvc,2555,"{""0000"": 244, ""0010"": 8, ""1000"": 1, ""0001"": 3}",256
test_kernel,240,1,qksvc,2556,"{""0000"": 241, ""0001"": 7, ""0010"": 8}",256
test_kernel,240,2,qksvc,2557,"{""0000"": 232, ""0010"": 11, ""1000"": 1, ""0001"": 9, ""0100"": 2, ""0011"": 1}",256
test_kernel,240,3,qksvc,2558,"{""0011"": 249, ""0001"": 5, ""0111"": 1, ""0010"": 1}",256
test_kernel,240,4,qksvc,2559,"{""0000"": 211, ""0001"": 14, ""0010"": 27, ""1000"": 1, ""0011"": 1, ""1001"": 1, ""0100"": 1}",256
test_kernel,240,5,qksvc,2560,"{""0000"": 17, ""1001"": 1, ""0001"": 49, ""0010"": 50, ""0011"": 135, ""1011"": 2, ""0110"": 1, ""1010"": 1}",256
test_kernel,240,6,qksvc,2561,"{""0011"": 248, ""0001"": 5, ""1011"": 3}",256
test_kernel,240,7,qksvc,2562,"{""0001"": 42, ""0000"": 162, ""0010"": 42, ""0011"": 9, ""1000"": 1}",256
test_kernel,240,8,qksvc,2563,"{""0000"": 248, ""0010"": 6, ""0100"": 1, ""0101"": 1}",256
test_kernel,240,9,qksvc,2564,"{""0000"": 246, ""0010"": 9, ""1000"": 1}",256
test_kernel,241,0,qksvc,2565,"{""0011"": 247, ""0010"": 4, ""1011"": 2, ""0001"": 3}",256
test_kernel,241,1,qksvc,2566,"{""0011"": 249, ""0111"": 1, ""0001"": 2, ""0010"": 2, ""1011"": 2}",256
test_kernel,241,2,qksvc,2567,"{""0011"": 250, ""1011"": 2, ""0001"": 3, ""0111"": 1}",256
test_kernel,241,3,qksvc,2568,"{""0000"": 224, ""0010"": 17, ""0001"": 15}",256
test_kernel,241,4,qksvc,2569,"{""0011"": 241, ""0010"": 6, ""0001"": 6, ""0111"": 1, ""1011"": 2}",256
test_kernel,241,5,qksvc,2570,"{""0011"": 45, ""0010"": 64, ""0000"": 86, ""0001"": 58, ""0100"": 2, ""1001"": 1}",256
test_kernel,241,6,qksvc,2571,"{""0000"": 234, ""0010"": 13, ""0001"": 9}",256
test_kernel,241,7,qksvc,2572,"{""0011"": 204, ""0001"": 22, ""0010"": 23, ""0000"": 3, ""1010"": 1, ""0111"": 1, ""1011"": 2}",256
test_kernel,241,8,qksvc,2573,"{""0011"": 249, ""0001"": 3, ""0010"": 4}",256
test_kernel,241,9,qksvc,2574,"{""0011"": 244, ""1011"": 3, ""0010"": 5, ""0001"": 4}",256
test_kernel,242,0,qksvc,2575,"{""0000"": 234, ""0001"": 6, ""0010"": 9, ""0100"": 3, ""1000"": 4}",256
test_kernel,242,1,qksvc,2576,"{""0000"": 243, ""0001"": 5, ""1000"": 1, ""0010"": 7}",256
test_kernel,242,2,qksvc,2577,"{""0001"": 8, ""0000"": 232, ""0010"": 10, ""1000"": 3, ""0100"": 3}",256
test_kernel,242,3,qksvc,2578,"{""0011"": 252, ""0111"": 1, ""0010"": 2, ""1011"": 1}",256
test_kernel,242,4,qksvc,2579,"{""0010"": 26, ""0000"": 209, ""0001"": 18, ""1000"": 3}",256
test_kernel,242,5,qksvc,2580,"{""0011"": 144, ""0000"": 20, ""0001"": 40, ""0010"": 48, ""1000"": 1, ""0101"": 1, ""0111"": 1, ""1011"": 1}",256
test_kernel,242,6,qksvc,2581,"{""0011"": 249, ""0010"": 1, ""0001"": 3, ""1011"": 3}",256
test_kernel,242,7,qksvc,2582,"{""0001"": 42, ""0010"": 49, ""0000"": 142, ""0011"": 21, ""1010"": 1, ""1000"": 1}",256
test_kernel,242,8,qksvc,2583,"{""0000"": 251, ""0010"": 4, ""1000"": 1}",256
test_kernel,242,9,qksvc,2584,"{""0000"": 249, ""0100"": 1, ""0010"": 4, ""1000"": 2}",256
test_kernel,243,0,qksvc,2585,"{""0000"": 243, ""1000"": 3, ""0010"": 4, ""0001"": 4, ""0100"": 2}",256
test_kernel,243,1,qksvc,2586,"{""0000"": 243, ""0001"": 4, ""0010"": 5, ""1000"": 3, ""0100"": 1}",256
test_kernel,243,2,qksvc,2587,"{""0001"": 3, ""0000"": 242, ""1000"": 2, ""0010"": 5, ""0100"": 3, ""1010"": 1}",256
test_kernel,243,3,qksvc,2588,"{""0011"": 250, ""0010"": 2, ""0001"": 4}",256
test_kernel,243,4,qksvc,2589,"{""0000"": 215, ""0010"": 15, ""0001"": 18, ""1000"": 4, ""1001"": 1, ""0011"": 1, ""0100"": 2}",256
test_kernel,243,5,qksvc,2590,"{""0011"": 137, ""0001"": 45, ""0000"": 19, ""0010"": 51, ""1010"": 1, ""1001"": 1, ""0111"": 2}",256
